word,frequency
hazarded,1
"demur;
",1
"business.
",1
"finding
",1
dwelling-place,1
"repudiated
",1
"Quarter,",2
doubtless,2
influential,1
"workings.
",1
Noon,1
"returning,",2
"minute's
",1
compromise,1
"Lucie.
",2
hiring,1
Banking-house.,1
foresaw,3
"lodging,",1
by-street,1
melancholy,2
"square
",1
"homes.
",1
occupations.,1
lagged,1
"closed.
",1
"next,",2
stair.,1
"presence,",1
keenly,1
"servant,""",1
curling,1
"forty-five
",1
age.,2
"words:
",1
"somewhere.""
",1
"""Perhaps",2
"wine-shop?""
",1
"agitated,",1
"writing:
",1
safely,2
bearer,2
"wife.""
",2
joyfully,1
"resides?""
",1
Scarcely,1
women;,1
"""Madame",1
"surely!""",1
"she,""",1
"husband.
",1
"us?""",1
persons.,1
"safety.""
",1
Beginning,1
strack,1
dubiously,2
followed;,1
"second
",1
intervening,2
"domicile,",1
"weeping,",2
"transport
",1
note-,1
"chance,",1
"""DEAREST,-",1
courage.,1
writing.,1
"kissed
",1
"passionate,",1
"loving,
",1
"thankful,",1
womanly,1
response-,1
check.,2
"impassive
",1
"dear,""",1
explain;,1
protect,1
"them-
",1
"halting
",1
reassuring,1
"impressed
",1
"Defarge?""
",1
"acquiescence.
",1
"propitiate,",1
"knows
",2
"French.""
",1
match,1
"foreigner,",2
"sure,
",1
Boldface!,1
cough,2
"child?""",1
fust,1
knitting-needle,1
"Fate.
",1
"""this",3
instinctively,1
"fall,",4
"husband,""",1
menace,1
"visible
",1
"presented,",1
indistinct,1
withheld-,1
alarm,2
"dress:
",1
harm.,1
"can?""
",1
composure.,2
merciful,3
"child's
",1
sake!,1
"merciful.
",1
"others.""
",1
"compliment,",1
uneasily,2
thumb-nail,1
sterner,1
lowering,1
"""Influence;",1
"influence?""
",1
alarmed,1
"""has",2
"""Surely",1
"mother,""",1
"earnestly,",1
"implore
",1
"possess,
",1
behalf.,1
"O
",1
"sister-woman,",1
"suppliant,",1
"Vengeance:
",1
"considered?
",1
husbands,2
fathers,1
enough?,1
sister-women,1
"suffer,",1
"poverty,
",1
"thirst,",1
oppression,3
neglect,1
"kinds?""
",1
"else,""",1
"""Judge",1
courage!,1
us-,2
Cheer,1
"thankless,",1
"hopes.""
",1
"""Tut,",1
"tut!""",1
despondency,2
"brave
",1
breast?,1
indeed!,1
"Lucie.""
",2
"greatly.
",1
CALM,1
DOCTOR,1
MANETTE,1
eleven,2
defenceless,1
sexes,2
populace;,1
darkened,3
horror;,1
slain.,1
political,1
"prisoners
",4
"murdered.
",1
injunction,1
"secrecy
",1
"dwell,",1
carnage,1
self-appointed,1
Tribunal,9
"sitting,",2
"massacred,",1
cases),1
cells.,1
conductors,2
"Tribunal,",4
announced,2
"unaccused
",1
Bastille;,2
hereupon,1
"ascertained,",1
Tribunal-,1
"clean,",1
liberty.,1
"greetings
",1
lavished,1
notable,1
overthrown,1
"system,
",1
accorded,1
lawless,1
examined.,1
unexplained,1
"Doctor),",1
President,14
"custody,
",1
"should,",1
custody.,1
"signal,",1
"interior
",1
"strongly
",1
malice,1
"mischance,",1
murderous,2
yells,1
"proceedings,",2
Blood,1
sights,1
snatches,1
untold.,1
"saved,",2
astounded,1
"mad
",1
ferocity,1
pieces.,1
discharged,2
mistaken,2
savage,1
pike,3
Being,3
"besought
",1
"wound,",1
"Samaritans,
",1
victims.,1
inconsistency,1
"nightmare,",1
"healer,",1
"gentlest
",1
solicitude-,1
litter,2
"carefully
",1
plunged,1
"anew
",1
butchery,1
swooned,1
"confidences,",1
sixty-two,1
experiences,1
revive,2
"danger.
",1
aspect:,1
character.,1
"forged
",1
"daughter's
",1
"friend;
",1
waste,2
ruin.,1
helpful,3
restoring,2
"Thus,
",1
kindled,1
"lain
",2
dormant,1
"usefulness,",1
"believed.
",1
Greater,1
contend,1
persevering,1
"physician,",3
"mankind,",1
bond,1
"wisely,",1
"inspecting
",1
physician,4
prisoners;,2
"weekly,
",1
"sometimes
",1
"Doctor's
",2
"hand),",1
plots,1
emigrants,2
permanent,1
connections,1
"abroad.
",1
"doubt;
",1
sagacious,1
"sustaining
",1
unbecoming,1
pride;,1
one;,3
curiosity.,1
associated,2
"affliction,
",1
"deprivation,",1
weakness.,2
invested,2
ultimate,1
"deliverance,",1
"weak,",3
strong.,1
preceding,2
relative,3
positions,2
"reversed,",2
liveliest,1
gratitude,2
reverse,1
amiably,1
"natural
",2
"couldn't
",1
"hands.""
",1
"trying,",1
"liberty,",1
began;,1
"tried,",2
"doomed,",1
beheaded;,1
victory,1
Notre,1
Dame;,1
"thousand
",3
tyrants,2
soils,1
dragon's,1
sown,1
"broadcast,",1
"rock,",1
"gravel,",1
alluvial,1
"South
",1
clouds,3
"forest,",1
vineyards,1
olive-grounds,1
cropped,1
stubble,1
"corn,",1
fruitful,1
banks,1
"rivers,",1
sand,1
sea-shore.,1
solicitude,2
"rear
",1
deluge,1
Year,1
Liberty-,1
"deluge
",1
"above,",1
"shut,",3
"opened!
",1
"relenting
",1
regularly,2
count,7
fever,3
"nation,",1
"patient.
",1
"executioner
",1
king-,1
bead,1
"weary
",1
widowhood,1
contradiction,1
obtains,1
flamed,1
fast.,3
revolutionary,2
tribunal,2
"capital,",1
committees,1
land;,1
"Suspected,
",1
"over
",4
prisons,4
"gorged
",1
obtain,1
"bearing;
",1
"appointed
",1
"weeks
",1
Above,2
"Guillotine.
",2
jests;,1
cure,1
"headache,",1
ifallibly,1
imparted,1
"complexion,",1
"National
",1
Razor,2
shaved,3
close:,1
sneezed,1
sack.,1
regeneration,1
race.,1
superseded,1
Cross.,1
Models,1
"discarded,",1
"denied.
",1
sheared,1
"polluted,",1
red.,2
"toy-puzzle
",1
"wanted
",1
hushed,1
"eloquent,",1
"powerful,",1
abolished,2
Twenty-two,1
"twenty-one
",1
lopped,1
minutes.,1
Scripture,1
"namesake,",1
"blinder,",1
"gates
",1
"terrors,",1
brood,1
"cautiously
",1
doubting,1
"Lucie's
",1
"fiercely,",1
"steady
",1
confident.,1
"Revolution
",2
December,3
rivers,1
encumbered,1
squares,1
southern,1
"wintry
",1
"No
",1
"stranger
",1
situation.,1
"Silent,",1
"humane,",1
"using
",1
assassins,1
"victims,",2
Captive,1
"indeed
",1
"Spirit
",1
"mortals.
",1
"WOOD-SAWYER
",1
YEAR,1
months.,1
Guillotine,6
jolted,1
Condemned.,1
Lovely,1
"girls;
",1
"brown-haired,",1
"black-haired,",1
grey;,1
youths;,1
"stalwart
",1
peasant,4
born;,1
cellars,1
loathsome,1
"slake
",1
devouring,2
thirst.,1
"equality,",1
"fraternity,",1
death;-,1
easiest,1
"bestow,",1
"Guillotine!
",1
suddenness,1
"calamity,",1
stunned,1
duties.,1
truest,1
"residence,",1
"avocations,",1
"arranged
",1
"Little
",1
"taught,",1
"regularly,",1
"cheated
",1
"reunited-
",1
speedy,1
books-,1
"especially,",1
souls,2
death-,1
outspoken,1
reliefs,1
alter,3
appearance.,1
"dresses,
",1
"dresses,",1
"neat
",1
"constant,",1
"occasional,",1
thing;,1
comely.,1
kissing,3
"burst
",1
grief,1
"reliance,",2
"resolutely
",1
answered:,1
"weeks,",2
"evening:
",1
access,4
uncertainties,1
incidents-,1
"thinks,",1
unsafe,1
"recognition.""
",1
"weathers,",2
"resignedly
",1
inclement,1
together;,2
alone;,2
hovel,1
cutter,1
lengths,1
end;,1
"citizeness.""
",1
"citizen.""
",7
address,4
prescribed,1
voluntarily,2
"thorough
",2
patriots;,1
"everybody.
",1
"""Walking",1
"citizeness?""
",3
"citizen!""
",1
"wood-sawyer,",5
redundancy,1
"gesture
",1
"roads),",1
"prison,
",1
"jocosely.
",1
he.,2
sawing,2
"wood.
",1
accosted,1
"appeared.
",1
"""What?",1
too!,1
"mamma?""",1
"dearest.""
",1
saw!,1
Guillotine.,6
"La,",2
"la,",2
la;,1
la!,1
"comes!""",1
billet,1
"basket.
",1
Samson,3
guillotine.,1
"Loo,",2
"loo,",2
loo;,1
loo!,1
comes!,1
"Tickle,",1
tickle;,1
"Pickle,",1
pickle!,1
comes.,1
"family!""
",1
shuddered,1
billets,1
"basket,",2
wood-sawyer,4
"Thenceforth,",1
"drink-money,",1
"received.
",1
gazing,2
"grates,",1
"find
",3
briskly,1
snow,4
frost,2
"bitter
",1
bot,1
rains,1
"autumn,",1
(so,1
father),1
times:,1
running:,1
fortnight,1
chances,3
"served,
",1
"week.
",1
"wherein
",1
lightly-snowing,1
"rejoicing,",1
festival.,1
"houses,
",1
decorated,1
tricoloured,2
ribbons;,1
standard,2
(tricoloured,1
"favourite),
",1
Indivisible.,1
"Death!
",2
legend.,1
scrawl,1
difficulty.,2
"house-top,",1
"displayed
",1
"must,",1
"stationed
",1
inscribed,2
"""Little",1
Sainte,2
"Guillotine""-",1
canonised.,1
"shut
",1
"movement
",1
"moment
",3
"people,
",1
demons.,1
singing.,1
ferocious,2
gnashing,1
unison.,1
apparition,2
dance-figure,1
raving,2
"retreated,",1
another's,2
clutched,2
"spun
",1
"pairs,",1
dropped.,2
together:,1
"ring
",1
rings,1
"struck,",1
"clutched,",2
"tore,",1
reversed,2
"spin,",1
Suddenly,1
"afresh,
",1
width,1
screaming,1
"fight
",1
dance.,2
"emphatically
",1
sport-,1
"innocent,",1
devilry-,1
pastime,1
angering,1
"blood,
",1
bewildering,1
steeling,1
"uglier,",1
maidenly,1
bared,1
almost-child's,1
"distracted,",1
"delicate
",1
slough,1
types,1
disjointed,1
Carmagnole.,2
"frightened
",1
bewildered,3
wood-sawyer's,1
"feathery
",1
"soft,",1
momentarily,1
"""such",2
"sight.""
",1
"people--""
",1
soon.,2
climbing,1
highest,2
shelving,1
"roof.""
",1
Soul,1
"dear?""
",1
yearning,1
"""no.""
",1
snow.,1
salute,3
"citizeness,""",1
"citizen.""",1
passing.,2
Pass,1
"courage,",1
"done;""",1
spot;,1
"to-morrow!""
",2
lose.,1
"prepared,",1
precautions,1
Tribunal.,2
"yet,
",1
Conciergerie;,1
"afraid?""
",1
implicitly.,1
"ended,",1
darling;,1
meant.,1
Two.,1
Three.,5
"tumbrils
",1
faring,1
loads,1
"snow.
",1
staunch,1
trust;,1
requisition,1
"property
",1
confiscated,1
national.,1
"owners,",1
saved.,1
"keeping,",1
"peace.
",1
murky,1
"Seine,
",1
denoted,1
darkness.,1
"arrived
",1
residence,2
"altogether
",1
deserted.,1
letters:,1
National,4
Property.,1
"Indivisible.
",1
"riding-coat
",1
chair-,1
seen?,1
"arrived,",1
"surprised,",1
arms?,1
faltering,4
"issued,",1
"""Removed",1
"Conciergerie,",4
"TRIUMPH
",1
DREAD,1
TRIBUNAL,1
"Judges,",1
Public,2
"Prosecutor,",1
"determined
",1
"Jury,",5
gaoler-joke,1
listen,1
Evening,2
"Paper,
",1
Paper,1
"reserved
",1
fatally,1
recorded.,1
usage;,1
"list,",1
twenty-three,1
guillotined,1
list,3
arrival.,1
perished,1
massacre;,1
farewell,2
"kindness,",1
over.,3
incident,1
forfeits,1
"concert,",1
evening.,1
grates,1
projected,1
"entertainments
",1
"refilled,",1
"lock-up
",1
corridors,1
unfeeling;,1
"difference,",1
guillotine,2
"unnecessarily,",1
"die
",2
"boastfulness,",1
infection,1
"wildly
",1
seasons,1
"pestilence,",1
disease-a,1
wonders,2
"breasts,",1
needing,1
Conciergerie,2
vermin-haunted,1
cells,2
cold.,1
called.,1
"condemned,",1
trials,1
"half.
",1
"arraigned.
",1
judges,3
feathered,1
hats;,1
"prevailing.
",1
Jury,3
turbulent,2
"audience,",2
felons,1
"lowest,",1
"cruelest,",1
"worst
",1
populace,9
"bad,
",1
scene:,1
noisily,1
"commenting,
",1
"applauding,",1
"disapproving,",1
"anticipating,",1
precipitating,1
ways;,1
"daggers,",1
"ate
",1
worked.,1
"row,",1
"Barrier,",3
"determination,",2
garb,1
"Carmagnole.
",1
prosecutor,1
"Republic,
",1
decree;,1
"demanded.
",1
"head!""",1
audience.,2
"Republic!""
",2
"England?
",1
Undoubtedly,1
"himself?
",1
"hoped,",2
"know.
",1
title,2
"distasteful
",1
distasteful,1
country-,1
submitted,1
acceptation,1
use-,1
industry,2
overladen,1
"this?
",1
witnesses;,1
Theophile,1
Alexandre,2
England?,1
"True,",1
citizeness,4
"France?
",1
"birth.
",1
"family"",",1
sits,2
Cries,1
exaltation,1
well-known,2
hall.,1
capriciously,1
"moved,",2
reiterated,1
instructions.,1
"sooner?
",1
simply,1
resigned;,1
"whereas,",1
instruction,1
"written
",1
entreaty,1
citizen's,2
"testimony,",1
"hazard,",1
criminal,1
"Republic?
",1
"enthusiastically,",1
"""No!""",4
"rang
",1
continued,2
untill,1
"will.
",1
citizen.,1
"accused
",1
witness.,1
"referred
",1
"President.
",1
stage,1
read.,1
confirm,1
"hinted,",1
"politeness,
",1
pressure,1
"deal,",2
overlooked,1
Abbaye-,1
Tribunal's,1
ago;,1
Jury's,1
accusation,1
"surrender
",1
questioned.,1
"popularity,
",1
cleanness,1
"answers,",1
impression;,1
"proceeded,",1
Accused,2
imprisonment;,1
exile;,1
"Aristocrat
",1
foe,2
United,1
States-,1
discretion,1
straightforward,1
appealed,2
corroborate,1
votes,1
vote,1
Jurymen,1
voted,1
aloud,2
"individually),",1
applause.,1
"free.
",1
scenes,2
gratified,1
"fickleness,",1
impulses,1
"mercy,",2
set-off,1
swollen,2
rage.,1
decide,1
referable;,1
blending,1
predominating.,1
acquittal,1
"pronounced,",1
"fraternal
",1
"confinement
",1
fainting,1
exhaustion;,1
"current,
",1
"intensity,",1
rend,1
strew,1
rescued,1
caresses,1
"Republic,",5
deed.,1
compensate,1
nation,2
"customary
",1
Death-,1
finger-,1
lengthen,1
"embracing,
",1
"shouting,",1
"acted,",1
"shore.
",1
"rooms
",1
passages.,1
"flag,",1
car,1
"triumph,",1
entreaties,1
men's,1
"stormy
",1
misdoubted,2
"confusion,",1
tumbril,3
"Guillotine
",1
dreamlike,1
"procession,",2
Reddening,1
snowy,1
prevailing,1
Republican,5
"dye,",1
"lived.
",1
"arms.
",2
brawling,1
"unseen,",1
"dancing.
",1
"Instantly,",1
"courtyard
",1
Goddess,1
swelling,1
"adjacent
",1
river's,1
"bridge,",2
Carmagnole,1
grasping,3
victorious,1
"proud
",1
"panting
",1
waterspout,1
Carmagnole;,1
neck;,1
"rooms.
",1
"""Lucie!",1
own!,1
"safe.""
",1
"Him.""
",1
reverently,2
hearts.,1
"her:
",1
dearest.,2
recompensed,1
strength.,1
"darling,""",2
"remonstrated;
",1
tremble,2
KNOCK,1
AT,2
"DOOR
",1
HAVE,1
SAVED,1
"HIM.""",1
"trembled,",1
vague,2
revengeful,2
"fitful,",1
"malice,",1
"impossible
",1
wintry,1
"rolling
",1
Condemned;,1
clung,2
cheering,1
superiority,2
"shoemaking,",1
"Tower,",3
"redeemed,",1
housekeeping,2
frugal,1
kind:,1
"rich,",1
poorer,2
Partly,1
porters,1
service;,1
"(almost
",1
transferred,1
Lorry),1
"daily
",1
"retainer,",1
ordinance,1
Indivisible,1
doorpost,2
"legibly
",1
"height
",1
"duly
",1
embellished,1
below;,1
"overlooking
",1
painter,1
add,5
"consumption
",1
purchased,2
quantities,1
shops.,1
attracting,1
"envy,",1
"desire.
",1
purveyors;,1
money;,2
basket.,1
purchases,2
needful.,1
direction;,1
"""nonsense""",1
it),1
did.,1
marketing,1
noun-substantive,1
shopkeeper,1
introduction,2
"article,
",1
"wanted,",2
bargain,2
concluded.,1
"holding
",1
"price,",1
beld,2
"Cruncher,""",3
felicity;,1
service.,2
file,1
"spiky
",1
"""There's",1
"wanted,""",1
"Nice
",1
toasts,1
Redheads,1
wherever,1
"""whether",1
"Un's.""
",1
"""Who's",1
"he?""",1
"diffidence,",1
"meaning
",1
"Nick's.""
",1
"""Ha!""",1
interpreter,1
"explain
",1
creatures.,1
"Midnight
",1
"Murder,",1
"Mischief.""
",1
"""Hush,",3
"Pray,",1
"pray,",1
"cautious!""",1
"cautious,""",1
oniony,1
tobaccoey,1
smotherings,1
embracings,1
back!,1
move,3
"liberty,""",1
Liberty;,1
"Again?""",1
"remonstrated.
",1
"sweet,""",1
"emphatically,
",1
"Most
",1
Gracious,1
Majesty,1
"Third;""",1
maxim,1
Confound,1
"politics,",1
"Frustrate
",1
knavish,1
"tricks,",1
"fix,",1
"King!""
",1
"loyalty,",1
growlingly,1
"words
",2
"church.
",1
Englishman,2
"Pross,
",2
approvingly.,1
"there""-",1
creature's,1
"chance
",1
prospect,1
"place?""
",1
"""Heigh-ho-hum!""",1
repressing,1
"""then
",1
patience,1
wait:,1
Cruncher!-Don't,1
"move,",1
"Ladybird!""
",1
Banking,1
House.,1
"lamp,",3
fire-light,1
"undisturbed.
",1
grandfather,1
arm:,1
Fairy,2
prison-wall,1
"""command",1
disordered,2
"in!
",1
thing-,1
startles,1
"daughter!""
",1
excusing,1
"stairs.""
",1
"Death.""
",1
Hide,1
"child,""",1
"rising,",2
"door.""
",1
"outer
",1
rude,1
"caps,",2
sabres,1
"pistols,",1
Evremonde;,3
"Republic.""
",3
"child
",3
visitation,1
"stone,
",1
statue,1
confronting,2
"speaker,",1
"ungently,",1
"shirt,",1
"Doctor,""",3
"three.
",1
abstractedly,1
"pause:
",1
"happen?""
",1
"reluctantly,",1
denounced,2
Section,2
"citizen,""",4
'is,1
"Antoine.""
",3
"what?""",1
"reluctance,",1
"""ask
",1
sacrifices,2
"doubt
",2
"goes
",2
supreme.,1
"pressed.""
",1
"word,""",3
entreated.,1
"denounced
",1
"rule,""",1
first;,1
Him,2
beard,2
Truly,1
rule.,1
denounced-,1
"gravely-
",1
Citizeness,2
"""Then,""",1
"dumb!""
",1
HAND,1
"CARDS
",1
HAPPILY,1
UNCONSCIOUS,1
"threaded
",1
"bridge
",1
"Pont-Neuf,",1
reckoning,1
"indispensable
",1
gregarious,1
assemblages,1
"group
",1
talkers.,1
raw,1
"river,",1
blurred,1
"noises,",1
"showed
",1
barges,1
smiths,1
"making
",1
Army,1
Republic.,4
Woe,1
"tricks
",1
"Army,",1
undeserved,1
promotion,1
"grown,",1
"close.
",1
"grocery,",1
oil,1
bethought,2
wanted.,1
"sign
",2
Brutus,4
"Antiquity,",4
"Palace,",1
twice),1
quieter,1
Sounding,1
"Republican
",2
"cavalier.
",1
Slightly,1
smoky,1
limp,1
dominoes;,1
"bare-breasted,",1
"bare-armed,",1
soot-begrimed,1
"journal
",1
"worn,",2
resumed;,1
high-shouldered,1
"spencer
",1
bears,2
dogs;,1
outlandish,1
measuring,1
depart.,2
"scream,",1
assassinated,1
vindicating,1
likeliest,1
occurrence.,1
other;,3
Republican;,2
"English.
",2
disappointing,1
"anti-climax,",1
disciples,1
voluble,2
"Hebrew
",1
Chaldean,1
"protector,",1
"For,
",1
"recorded,",1
"amazement
",1
Cruncher-,1
"separate
",1
account-,1
"wonder.
",1
scream;,1
"vexed,",1
"tone),
",1
"Solomon!""",1
Solomon.,2
"furtive,",1
"""Brother,",1
"brother!""",1
tears.,2
meddlesome,1
"tongue,""",1
Pay,1
"Who's
",1
"brother,",9
"Cruncher.""
",1
"ghost?""
",1
"Apparently,",1
looks.,1
exploring,1
"reticule
",1
followers,1
"language,",1
"former
",2
"pursuits.
",1
"coriner,",1
"want?""
",1
unkind,1
"from!""",1
"greeting,",1
"affection.""
",1
"""There.",1
Con-found,1
"There,""",1
dab,1
"content?""
",1
"surprised,""",1
surprised;,1
endanger,1
existence-,1
busy.,1
"official.""
",1
"Solomon,""",1
mourned,1
tear-fraught,1
makings,1
"foreigners,
",1
foreigners!,1
"his--""
",1
"so!""",1
interrupting.,1
"Suspected,",1
sister.,3
Just,1
Heavens,1
"forbid!""",1
"""Far
",1
shall.,1
estranged,1
detain,2
"longer.""
",1
Pross!,1
estrangement,1
culpability,1
hers.,1
"fact,
",1
"her!
",2
grudging,1
condescension,1
"invariably
",1
"over),",1
"question:
",1
say!,1
favour?,1
"John
",1
"John?""
",1
distrust.,1
"know.""",1
"(Which,",1
himself.),1
"Solomon
",2
John?,1
calls,1
"John,",1
first?,1
"mean?""
",2
"""No?""
",1
"syllables.""
",1
T'other,1
syllable.,1
spy-witness,1
"Lies,
",1
"pound!""",1
skirts,1
"riding-coat,",1
negligently,1
"itself.
",1
"alarmed,",1
"Lorry's,
",1
evening;,1
elsewhere,1
brother.,1
Barsad.,6
Sheep,5
"Prisons.""
",1
cant,1
"gaolers.
",1
"paler,",1
"dared--
",1
"Barsad,
",1
"contemplating
",1
"remembered,
",1
Made,1
misfortunes,1
"unfortunate,
",1
deducing,1
unreserved,1
openly,2
"admirers,",1
calling.,1
"gradually,",2
"random,",1
"Barsad.""
",3
"purpose?""",1
"troublesome,",1
"dangerous,",1
"instance?""
",1
"threat?""
",1
Did,2
"can't.""
",1
irresolutely,1
apprehend,1
"clearly,",1
"won't.""
",1
negligent,2
"aid
",1
quickness,1
"doing.""
",1
"Barsad!""",1
"ungrateful.
",1
"sister,",3
"mutual
",1
satisfaction.,1
"Bank?""
",1
unprotected;,1
invite,1
"Are
",1
ready?,1
"remembered,",2
imploring,1
braced,1
inspiration,1
contradicted,1
deserved,1
"affection,",1
"reassurances,",1
adequately,1
"Lorry's,",1
minutes',1
walk.,1
cheery,1
blaze,1
younger,5
"stranger.
",1
"""Barsad?""",1
"""Barsad?",1
"association
",1
"face.""
",2
"Carton,
",3
coolly.,1
"down.""
",1
link,1
"frown,",1
"""Witness",1
"trial.""",1
undisguised,1
"abhorrence.
",1
"affectionate
",1
relationship.,1
news.,1
Struck,1
"consternation,",1
"""Arrested",1
"Barsad?""
",2
"Sydney,
",1
Barsad's,1
"brother
",2
arrest,1
porter.,1
"retaken.""
",1
speaker's,1
"loss
",1
"Confused,",1
depend,8
"trust,""",1
stead,2
to-morrow-you,1
"Barsad?--""
",1
"""-In",1
"shaken,",1
"arrest.""
",1
"beforehand,""",1
"alarming,",1
"remember
",1
"son-in-law.""
",1
"acknowledged,",1
"short,""",1
"desperate
",1
stakes.,1
"winning
",1
game;,1
purchase.,1
tomorrow.,1
Conciergerie.,1
"win,",1
"hold,-",1
am;,1
you'd,1
"brandy.""
",1
glassful-drank,1
glassful-,1
cards:,1
"""Sheep",1
emissary,1
"committees,",1
"informer,",1
subornation,1
characters,1
"Frenchman,",1
represents,1
employers,1
card.,2
"employ
",1
republican,1
"government,",3
employ,1
aristocratic,2
"freedom.
",1
excellent,1
Inference,1
"suspicion,",1
"aristocratic
",1
"Pitt,",1
treacherous,1
crouching,1
agent,1
mischief,1
find.,1
"card
",1
beaten.,1
"play,""",1
somewhat,1
"uneasily.
",1
"Ace,",2
Denunciation,1
"Section
",1
Committee.,1
"have.
",1
"hurry.""
",1
"brandy,
",1
denunciation,3
"Seeing
",1
"glassful.
",1
suspected.,1
"losing
",1
Thrown,1
employment,1
unsuccessful,1
vaunting,1
date-,1
accepted,1
France:,1
tempter,2
"eavesdropper
",1
countrymen,1
eavesdropper,1
natives.,1
"overthrown
",1
wine-shop;,1
"release,",2
"familiar
",1
Defarges;,1
signally.,1
"fear
",2
"trembling,",2
ominously,1
"registers,",1
denounce,5
swallowed,2
safe;,1
impossible;,1
axe;,1
tergiversation,1
treachery,1
furtherance,1
"reigning
",1
"denounced,",1
unrelenting,1
"proofs,",1
"register,
",1
quash,1
"suit,",1
livid,1
"hand,""",1
"play?""
",2
meanest,1
"benevolence,
",1
"junior,",1
"Ace
",1
discreditable,1
station-,1
somebody;,1
"demean
",1
"watch,",2
"scruple,",1
"minutes.""
",1
"striving
",1
hook,1
"discussion,",1
"sister--""
",1
testify,1
relieving,1
"brother,""",1
dissonance,1
ostentatiously,1
"demeanour,
",1
inscrutability,1
"Carton,-",1
honester,1
"he,-",1
faltered,2
"loss,",1
"cards:
",1
card,1
enumerated.,1
"fellow-Sheep,",1
pasturing,1
prisons;,1
"""French.",1
"quickly.
",1
"""French,",1
"eh?""",1
"musing,",1
"""Well;",1
"""Is,",1
spy;,1
"important.""
",1
"""Though",1
"important,""",1
"mechanical
",1
important-,1
important.,1
"""It-",1
can't-,1
"retrospectively,",1
fortunately,1
"""Can't-
",1
Spoke,1
French.,3
"thought?""
",1
"""Provincial,""",1
"Foreign!""",1
"""Cly!",1
"Disguised,",1
"hasty,",1
"gave
",1
"unreservedly
",1
"admit,",1
partner,1
mine),1
illness.,1
Pancras-in-the-Fields.,1
unpopularity,1
blackguard,1
"prevented
",1
"remains,",1
"coffin.""
",1
"aware,",1
goblin,1
Tracing,1
"source,",1
stiffening,1
"reasonable,""",1
fair.,1
"show
",3
unfounded,1
certificate,3
Cly's,1
"burial,",1
"pocket-book,""",1
"""ever",1
"Oh,",1
"forgery.""
",1
"elongate,
",1
forward.,3
Cow,1
crumpled,1
horn,1
Jack,1
"built.
",1
Unseen,1
"bailiff.
",1
"master,""",1
"taciturn
",1
iron-bound,1
visage.,1
"coffin?""
",1
"stammered,",1
"mean,""",1
No!,3
he!,1
unspeakable,2
astonishment,1
paving-stones,1
"earth
",1
coffin.,2
Cly.,1
Me,1
"Ecod!""",1
"""it's",2
grudge,1
impositions,1
tradesmen!,1
I'd,1
choke,3
"guinea.""
",2
amazement,1
"evasively,",1
illconwenient,1
explainin'.,1
"syllable,",1
"catch
",1
"guinea;""",1
liberal,1
offer;,1
"""or",1
"announce
",1
"""Humph!",1
"thing,""",1
"card,",1
"Impossible,",1
Suspicion,1
outlive,1
"denunciation,",1
"communication
",1
"yourself,
",2
foreigner,1
card-,1
card!,1
unpopular,1
outrageous,1
risk,1
ducked,1
"ferreted
",1
sham.,1
"sham,",1
"""you'll",1
"more!""-",1
restrained,1
"ostentatious
",1
parade,1
liberality-,1
"decision,",1
overstay,1
proposal;,1
"it?
",1
Ask,5
"office,",2
refusal,1
"consent.
",1
choice.,1
desperation.,1
Remember!,1
"proper,
",1
"Now,
",1
"Conciergerie?""
",2
"escape
",1
"firmly.
",1
asked?,1
"sometimes.""
",1
"choose?""
",1
"choose.""
",1
"spent,
",1
"rising:
",1
solely,1
"word
",2
"alone.""
",1
GAME,1
"MADE
",1
WHILE,1
mistrust.,1
"inspire
",1
leg,1
"rested,",1
"limbs,",1
finger-nails,1
questionable,3
closeness,1
attention;,1
"seldom,",1
infirmity,1
"perfect
",1
"sideways,",1
"messenger?""
",1
"cogitation,",1
"patron,",1
luminous,1
"replying,
",1
"""Agricultooral",1
"character.""
",1
misgives,1
"much,""",1
angrily,1
"unlawful
",1
description.,1
befriend,1
"expect
",1
secret.,2
"upon.""
",1
abashed,1
I've,1
jobbing,1
"grey
",1
harming,2
wos,8
so-,2
wos.,1
"wos,",1
There'd,1
doctors,1
"tradesman
",1
fardens-,2
fardens!,2
"half
",1
quarter-,1
cocking,1
"sly,",1
ah!,1
'ud,1
"imposing,",1
sarse,1
goose,1
gander.,1
here's,1
leastways,1
floppin',1
ruinating-stark,1
ruinating!,1
Whereas,1
"medical
",1
doctors',1
flop-,1
floppings,1
"patients,",1
"rightly
",1
t'other?,1
"undertakers,",1
"clerks,",1
"sextons,",1
"watchmen
",1
(all,1
awaricious,1
"it),",1
"get,",1
prosper,2
He'd,1
"""Ugh!""",1
"relenting,",1
nevertheless.,1
shocked,1
humbly,2
"""even",2
"prevaricate,""",1
practice-,1
"""which",1
general-light-job,1
wishes.,1
prevaricate,1
"sir),",1
mother;,1
boy's,4
father-,1
sir-,1
reg'lar,1
"diggin',",1
amends,2
undug-,1
diggin',1
conwictions,1
respectin',2
futur',1
keepin',1
safe.,1
wiping,1
peroration,1
"discourse,
",1
respectfully,1
goin',1
"Subjects
",1
plentiful,1
fur,3
porterage,1
havin',1
entreatin',1
kep',1
"back.""
",1
repent,1
action-,1
"words.""
",1
"""Adieu,",1
"done?
",1
"ensured
",1
"once.""
",1
"fell.
",2
denounced.,1
obviously,1
"would.""
",1
disappointment,1
